Quarter ID,Quarter,State ID,State,Crime Type ID,Crime Type,Modality ID,Modality,Value
20181,2018-Q1,1,Aguascalientes,604,Other Crimes against Personal Freedom,33,Other Crimes against Personal Freedom,40
20181,2018-Q1,1,Aguascalientes,701,Breaking and Entering,5,Breaking and Entering,96
20181,2018-Q1,1,Aguascalientes,702,Threats,6,Threats,694
20181,2018-Q1,1,Aguascalientes,703,Against the Environment,11,Against the Environment,1
20181,2018-Q1,1,Aguascalientes,704,Crimes Committed by Public Servants,14,Crimes Committed by Public Servants,16
20181,2018-Q1,1,Aguascalientes,705,Electoral,16,Election,0
20181,2018-Q1,1,Aguascalientes,706,Letting Prisoners Escape,18,Letting Prisoners Escape,0
20181,2018-Q1,1,Aguascalientes,707,Falsehood,20,Falsehood,13
20181,2018-Q1,1,Aguascalientes,708,Falsification,21,Falsification,87
20181,2018-Q1,1,Aguascalientes,709,Narcomenudeo,26,Narcomenudeo,324
20181,2018-Q1,1,Aguascalientes,710,Other Crimes of the Common Law,32,Other Crimes of the Common Law,502
20181,2018-Q1,2,Baja California,101,Trust Abuse,2,Trust Abuse,110
20181,2018-Q1,2,Baja California,102,Damage to Property,13,Damage to Property,1609
20181,2018-Q1,2,Baja California,103,Dispossession,15,Dispossession,235
20181,2018-Q1,2,Baja California,104,Extortion,19,Extortion,27
20181,2018-Q1,2,Baja California,105,Fraud,22,Fraud,290
20181,2018-Q1,2,Baja California,106,Stole,10,Violently,2301
20181,2018-Q1,2,Baja California,106,Stole,37,"Theft of Cables, Pipes and other Objects Intended for Public Services Violently",0
20181,2018-Q1,2,Baja California,106,Stole,38,"Theft of Cables, Pipes and other Objects Intended for Public Services without Violence",0
20181,2018-Q1,2,Baja California,106,Stole,39,Carjacking 4 Wheel Violence,408
20181,2018-Q1,2,Baja California,106,Stole,40,Carjacking 4 Wheel without Violence,4150
20181,2018-Q1,2,Baja California,106,Stole,41,Theft of Small and Large Vessels with Violence,0
20181,2018-Q1,2,Baja California,106,Stole,42,Theft of Small and Large Vessels without Violence,0
20181,2018-Q1,2,Baja California,106,Stole,43,Industrial Tool Theft or Agricultural Violently,0
20181,2018-Q1,2,Baja California,106,Stole,44,Industrial Tool Theft or Agricultural without Violence,0
20181,2018-Q1,2,Baja California,106,Stole,45,Motorcycle Theft Violence,41
20181,2018-Q1,2,Baja California,106,Stole,46,No Motorcycle Theft Violence,144
20181,2018-Q1,2,Baja California,106,Stole,47,Tractors Theft Violence,0
20181,2018-Q1,2,Baja California,106,Stole,48,Theft of Tractors without Violence,0
20181,2018-Q1,2,Baja California,106,Stole,53,Without Violence,4249
20181,2018-Q1,2,Baja California,107,Other Crimes against Property,29,Other Crimes against Property,149
20181,2018-Q1,2,Baja California,201,Failure to Comply with Obligations of Family Assistance,25,Failure to Comply with Obligations of Family Assistance,156
20181,2018-Q1,2,Baja California,202,Gender-Based Violence in all its Different Modalities to Family Violence,58,Gender-Based Violence in all its Different Modalities to Family Violence,0
20181,2018-Q1,2,Baja California,203,Domestic Violence,59,Domestic Violence,2050
20181,2018-Q1,2,Baja California,204,Other Offenses against the Family,30,Other Offenses against the Family,77
20181,2018-Q1,2,Baja California,301,Sexual Abuse,3,Sexual Abuse,244
20181,2018-Q1,2,Baja California,302,Sexual Harassment,4,Sexual Harassment,0
20181,2018-Q1,2,Baja California,303,Sexual Harassment,23,Sexual Harassment,18
20181,2018-Q1,2,Baja California,304,Incest,24,Incest,0
20181,2018-Q1,2,Baja California,305,Equated Violation,56,Statutory Rape,67
20181,2018-Q1,2,Baja California,306,Simple Violation,57,Simple Violation,133
20181,2018-Q1,2,Baja California,307,Other Crimes against Sexual Freedom and Security,34,Other Crimes against Sexual Freedom and Security,39
20181,2018-Q1,2,Baja California,401,Corruption of Minors,12,Corruption of Minors,49
20181,2018-Q1,2,Baja California,402,Trafficking,54,Trafficking,4
20181,2018-Q1,2,Baja California,403,Other Crimes against Society,31,Other Crimes against Society,15
20181,2018-Q1,2,Baja California,501,Abortion,1,Abortion,11
20181,2018-Q1,2,Baja California,502,Femicide,7,Knife,0
20181,2018-Q1,2,Baja California,502,Femicide,8,Firearm,0
20181,2018-Q1,2,Baja California,502,Femicide,9,Another Element,2
20181,2018-Q1,2,Baja California,502,Femicide,27,Not Specified,1
20181,2018-Q1,2,Baja California,503,Homicide,7,Knife,43
20181,2018-Q1,2,Baja California,503,Homicide,8,Firearm,433
20181,2018-Q1,2,Baja California,503,Homicide,9,Another Element,107
20181,2018-Q1,2,Baja California,503,Homicide,17,In Traffic Accident,85
20181,2018-Q1,2,Baja California,503,Homicide,27,Not Specified,25
20181,2018-Q1,2,Baja California,504,Injury,7,Knife,181
20181,2018-Q1,2,Baja California,504,Injury,8,Firearm,204
20181,2018-Q1,2,Baja California,504,Injury,9,Another Element,133
20181,2018-Q1,2,Baja California,504,Injury,17,In Traffic Accident,47
20181,2018-Q1,2,Baja California,504,Injury,27,Not Specified,1756
20181,2018-Q1,2,Baja California,505,Other Crimes against Life and Bodily Integrity,35,Other Crimes against Life and Bodily Integrity,196
20181,2018-Q1,2,Baja California,601,Rapture,36,Rapture,0
20181,2018-Q1,2,Baja California,602,Kidnapping,28,Other Kidnappings,3
20181,2018-Q1,2,Baja California,602,Kidnapping,49,Kidnapping as a Hostage,2
20181,2018-Q1,2,Baja California,602,Kidnapping,50,Express Kidnapping,0
20181,2018-Q1,2,Baja California,602,Kidnapping,51,Kidnapping for Ransom,0
20181,2018-Q1,2,Baja California,602,Kidnapping,52,Kidnapping to Cause Harm,0
20181,2018-Q1,2,Baja California,603,Child Trafficking,55,Child Trafficking,2
20181,2018-Q1,2,Baja California,604,Other Crimes against Personal Freedom,33,Other Crimes against Personal Freedom,155
20181,2018-Q1,2,Baja California,701,Breaking and Entering,5,Breaking and Entering,575
20181,2018-Q1,2,Baja California,702,Threats,6,Threats,740
20181,2018-Q1,2,Baja California,703,Against the Environment,11,Against the Environment,0
20181,2018-Q1,2,Baja California,704,Crimes Committed by Public Servants,14,Crimes Committed by Public Servants,301
20181,2018-Q1,2,Baja California,705,Electoral,16,Election,1
20181,2018-Q1,2,Baja California,706,Letting Prisoners Escape,18,Letting Prisoners Escape,4
20181,2018-Q1,2,Baja California,707,Falsehood,20,Falsehood,24
20181,2018-Q1,2,Baja California,708,Falsification,21,Falsification,63
20181,2018-Q1,2,Baja California,709,Narcomenudeo,26,Narcomenudeo,2023
20181,2018-Q1,2,Baja California,710,Other Crimes of the Common Law,32,Other Crimes of the Common Law,1972
20181,2018-Q1,3,Baja California Sur,101,Trust Abuse,2,Trust Abuse,68
20181,2018-Q1,3,Baja California Sur,102,Damage to Property,13,Damage to Property,465
20181,2018-Q1,3,Baja California Sur,103,Dispossession,15,Dispossession,85
20181,2018-Q1,3,Baja California Sur,104,Extortion,19,Extortion,37
20181,2018-Q1,3,Baja California Sur,105,Fraud,22,Fraud,217
20181,2018-Q1,3,Baja California Sur,106,Stole,10,Violently,228
20181,2018-Q1,3,Baja California Sur,106,Stole,37,"Theft of Cables, Pipes and other Objects Intended for Public Services Violently",0
20181,2018-Q1,3,Baja California Sur,106,Stole,38,"Theft of Cables, Pipes and other Objects Intended for Public Services without Violence",14
20181,2018-Q1,3,Baja California Sur,106,Stole,39,Carjacking 4 Wheel Violence,1
20181,2018-Q1,3,Baja California Sur,106,Stole,40,Carjacking 4 Wheel without Violence,377
20181,2018-Q1,3,Baja California Sur,106,Stole,41,Theft of Small and Large Vessels with Violence,0
20181,2018-Q1,3,Baja California Sur,106,Stole,42,Theft of Small and Large Vessels without Violence,2
20181,2018-Q1,3,Baja California Sur,106,Stole,43,Industrial Tool Theft or Agricultural Violently,0
20181,2018-Q1,3,Baja California Sur,106,Stole,44,Industrial Tool Theft or Agricultural without Violence,0
20181,2018-Q1,3,Baja California Sur,106,Stole,45,Motorcycle Theft Violence,3
20181,2018-Q1,3,Baja California Sur,106,Stole,46,No Motorcycle Theft Violence,20
20181,2018-Q1,3,Baja California Sur,106,Stole,47,Tractors Theft Violence,0
20181,2018-Q1,3,Baja California Sur,106,Stole,48,Theft of Tractors without Violence,0
20181,2018-Q1,3,Baja California Sur,106,Stole,53,Without Violence,1892
20181,2018-Q1,3,Baja California Sur,107,Other Crimes against Property,29,Other Crimes against Property,55
20181,2018-Q1,3,Baja California Sur,201,Failure to Comply with Obligations of Family Assistance,25,Failure to Comply with Obligations of Family Assistance,166
20181,2018-Q1,3,Baja California Sur,202,Gender-Based Violence in all its Different Modalities to Family Violence,58,Gender-Based Violence in all its Different Modalities to Family Violence,0
20181,2018-Q1,3,Baja California Sur,203,Domestic Violence,59,Domestic Violence,493
20181,2018-Q1,3,Baja California Sur,204,Other Offenses against the Family,30,Other Offenses against the Family,59
20181,2018-Q1,3,Baja California Sur,301,Sexual Abuse,3,Sexual Abuse,67
20181,2018-Q1,3,Baja California Sur,302,Sexual Harassment,4,Sexual Harassment,6
20181,2018-Q1,3,Baja California Sur,303,Sexual Harassment,23,Sexual Harassment,0
20181,2018-Q1,3,Baja California Sur,304,Incest,24,Incest,0
20181,2018-Q1,3,Baja California Sur,305,Equated Violation,56,Statutory Rape,5
20181,2018-Q1,3,Baja California Sur,306,Simple Violation,57,Simple Violation,25
20181,2018-Q1,3,Baja California Sur,307,Other Crimes against Sexual Freedom and Security,34,Other Crimes against Sexual Freedom and Security,14
20181,2018-Q1,3,Baja California Sur,401,Corruption of Minors,12,Corruption of Minors,18
20181,2018-Q1,3,Baja California Sur,402,Trafficking,54,Trafficking,0
20181,2018-Q1,3,Baja California Sur,403,Other Crimes against Society,31,Other Crimes against Society,0
20181,2018-Q1,3,Baja California Sur,501,Abortion,1,Abortion,3
20181,2018-Q1,3,Baja California Sur,502,Femicide,7,Knife,0
20181,2018-Q1,3,Baja California Sur,502,Femicide,8,Firearm,0
20181,2018-Q1,3,Baja California Sur,502,Femicide,9,Another Element,0
20181,2018-Q1,3,Baja California Sur,502,Femicide,27,Not Specified,0
20181,2018-Q1,3,Baja California Sur,503,Homicide,7,Knife,3
20181,2018-Q1,3,Baja California Sur,503,Homicide,8,Firearm,69
20181,2018-Q1,3,Baja California Sur,503,Homicide,9,Another Element,3
20181,2018-Q1,3,Baja California Sur,503,Homicide,17,In Traffic Accident,25
20181,2018-Q1,3,Baja California Sur,503,Homicide,27,Not Specified,2
20181,2018-Q1,3,Baja California Sur,504,Injury,7,Knife,5
20181,2018-Q1,3,Baja California Sur,504,Injury,8,Firearm,14
20181,2018-Q1,3,Baja California Sur,504,Injury,9,Another Element,15
20181,2018-Q1,3,Baja California Sur,504,Injury,17,In Traffic Accident,75
20181,2018-Q1,3,Baja California Sur,504,Injury,27,Not Specified,317
20181,2018-Q1,3,Baja California Sur,505,Other Crimes against Life and Bodily Integrity,35,Other Crimes against Life and Bodily Integrity,28
20181,2018-Q1,3,Baja California Sur,601,Rapture,36,Rapture,0
20181,2018-Q1,3,Baja California Sur,602,Kidnapping,28,Other Kidnappings,0
20181,2018-Q1,3,Baja California Sur,602,Kidnapping,49,Kidnapping as a Hostage,0
20181,2018-Q1,3,Baja California Sur,602,Kidnapping,50,Express Kidnapping,0
20181,2018-Q1,3,Baja California Sur,602,Kidnapping,51,Kidnapping for Ransom,0
20181,2018-Q1,3,Baja California Sur,602,Kidnapping,52,Kidnapping to Cause Harm,0
20181,2018-Q1,3,Baja California Sur,603,Child Trafficking,55,Child Trafficking,0
20181,2018-Q1,3,Baja California Sur,604,Other Crimes against Personal Freedom,33,Other Crimes against Personal Freedom,37
20181,2018-Q1,3,Baja California Sur,701,Breaking and Entering,5,Breaking and Entering,52
20181,2018-Q1,3,Baja California Sur,702,Threats,6,Threats,271
20181,2018-Q1,3,Baja California Sur,703,Against the Environment,11,Against the Environment,0
20181,2018-Q1,3,Baja California Sur,704,Crimes Committed by Public Servants,14,Crimes Committed by Public Servants,66
20181,2018-Q1,3,Baja California Sur,705,Electoral,16,Election,0
20181,2018-Q1,3,Baja California Sur,706,Letting Prisoners Escape,18,Letting Prisoners Escape,0
20181,2018-Q1,3,Baja California Sur,707,Falsehood,20,Falsehood,22
20181,2018-Q1,3,Baja California Sur,708,Falsification,21,Falsification,64
20181,2018-Q1,3,Baja California Sur,709,Narcomenudeo,26,Narcomenudeo,116
20181,2018-Q1,3,Baja California Sur,710,Other Crimes of the Common Law,32,Other Crimes of the Common Law,160
20181,2018-Q1,4,Campeche,101,Trust Abuse,2,Trust Abuse,0
20181,2018-Q1,4,Campeche,102,Damage to Property,13,Damage to Property,42
20181,2018-Q1,4,Campeche,103,Dispossession,15,Dispossession,1
20181,2018-Q1,4,Campeche,104,Extortion,19,Extortion,7
20181,2018-Q1,4,Campeche,105,Fraud,22,Fraud,2
20181,2018-Q1,4,Campeche,106,Stole,10,Violently,46
20181,2018-Q1,4,Campeche,106,Stole,37,"Theft of Cables, Pipes and other Objects Intended for Public Services Violently",0
20181,2018-Q1,4,Campeche,106,Stole,38,"Theft of Cables, Pipes and other Objects Intended for Public Services without Violence",0
20181,2018-Q1,4,Campeche,106,Stole,39,Carjacking 4 Wheel Violence,3
20181,2018-Q1,4,Campeche,106,Stole,40,Carjacking 4 Wheel without Violence,29
20181,2018-Q1,4,Campeche,106,Stole,41,Theft of Small and Large Vessels with Violence,0
20181,2018-Q1,4,Campeche,106,Stole,42,Theft of Small and Large Vessels without Violence,0
20181,2018-Q1,4,Campeche,106,Stole,43,Industrial Tool Theft or Agricultural Violently,0
20181,2018-Q1,4,Campeche,106,Stole,44,Industrial Tool Theft or Agricultural without Violence,0
20181,2018-Q1,4,Campeche,106,Stole,45,Motorcycle Theft Violence,0
20181,2018-Q1,4,Campeche,106,Stole,46,No Motorcycle Theft Violence,77
20181,2018-Q1,4,Campeche,106,Stole,47,Tractors Theft Violence,0
20181,2018-Q1,4,Campeche,106,Stole,48,Theft of Tractors without Violence,0
20181,2018-Q1,4,Campeche,106,Stole,53,Without Violence,84
20181,2018-Q1,4,Campeche,107,Other Crimes against Property,29,Other Crimes against Property,2
20181,2018-Q1,4,Campeche,201,Failure to Comply with Obligations of Family Assistance,25,Failure to Comply with Obligations of Family Assistance,0
20181,2018-Q1,4,Campeche,202,Gender-Based Violence in all its Different Modalities to Family Violence,58,Gender-Based Violence in all its Different Modalities to Family Violence,0
20181,2018-Q1,4,Campeche,203,Domestic Violence,59,Domestic Violence,14
20181,2018-Q1,4,Campeche,204,Other Offenses against the Family,30,Other Offenses against the Family,0
20181,2018-Q1,4,Campeche,301,Sexual Abuse,3,Sexual Abuse,7
20181,2018-Q1,4,Campeche,302,Sexual Harassment,4,Sexual Harassment,0
20181,2018-Q1,4,Campeche,303,Sexual Harassment,23,Sexual Harassment,0
20181,2018-Q1,4,Campeche,304,Incest,24,Incest,0
20181,2018-Q1,4,Campeche,305,Equated Violation,56,Statutory Rape,19
20181,2018-Q1,4,Campeche,306,Simple Violation,57,Simple Violation,16
20181,2018-Q1,4,Campeche,307,Other Crimes against Sexual Freedom and Security,34,Other Crimes against Sexual Freedom and Security,2
20181,2018-Q1,4,Campeche,401,Corruption of Minors,12,Corruption of Minors,2
20181,2018-Q1,4,Campeche,402,Trafficking,54,Trafficking,1
20181,2018-Q1,4,Campeche,403,Other Crimes against Society,31,Other Crimes against Society,0
20181,2018-Q1,4,Campeche,501,Abortion,1,Abortion,0
20181,2018-Q1,4,Campeche,502,Femicide,7,Knife,0
20181,2018-Q1,4,Campeche,502,Femicide,8,Firearm,0
20181,2018-Q1,4,Campeche,502,Femicide,9,Another Element,0
20181,2018-Q1,4,Campeche,502,Femicide,27,Not Specified,0
20181,2018-Q1,4,Campeche,503,Homicide,7,Knife,5
20181,2018-Q1,4,Campeche,503,Homicide,8,Firearm,5
20181,2018-Q1,4,Campeche,503,Homicide,9,Another Element,5
20181,2018-Q1,4,Campeche,503,Homicide,17,In Traffic Accident,18
20181,2018-Q1,4,Campeche,503,Homicide,27,Not Specified,0
20181,2018-Q1,4,Campeche,504,Injury,7,Knife,2
20181,2018-Q1,4,Campeche,504,Injury,8,Firearm,1
20181,2018-Q1,4,Campeche,504,Injury,9,Another Element,26
20181,2018-Q1,4,Campeche,504,Injury,17,In Traffic Accident,19
20181,2018-Q1,4,Campeche,504,Injury,27,Not Specified,0
20181,2018-Q1,4,Campeche,505,Other Crimes against Life and Bodily Integrity,35,Other Crimes against Life and Bodily Integrity,3
20181,2018-Q1,4,Campeche,601,Rapture,36,Rapture,0
20181,2018-Q1,4,Campeche,602,Kidnapping,28,Other Kidnappings,0
20181,2018-Q1,4,Campeche,602,Kidnapping,49,Kidnapping as a Hostage,0
20181,2018-Q1,4,Campeche,602,Kidnapping,50,Express Kidnapping,4
20181,2018-Q1,4,Campeche,602,Kidnapping,51,Kidnapping for Ransom,0
20181,2018-Q1,4,Campeche,602,Kidnapping,52,Kidnapping to Cause Harm,0
20181,2018-Q1,4,Campeche,603,Child Trafficking,55,Child Trafficking,0
20181,2018-Q1,4,Campeche,604,Other Crimes against Personal Freedom,33,Other Crimes against Personal Freedom,5
20181,2018-Q1,4,Campeche,701,Breaking and Entering,5,Breaking and Entering,14
20181,2018-Q1,4,Campeche,702,Threats,6,Threats,19
20181,2018-Q1,4,Campeche,703,Against the Environment,11,Against the Environment,0
20181,2018-Q1,4,Campeche,704,Crimes Committed by Public Servants,14,Crimes Committed by Public Servants,0
20181,2018-Q1,4,Campeche,705,Electoral,16,Election,0
20181,2018-Q1,4,Campeche,706,Letting Prisoners Escape,18,Letting Prisoners Escape,0
20181,2018-Q1,4,Campeche,707,Falsehood,20,Falsehood,0
20181,2018-Q1,4,Campeche,708,Falsification,21,Falsification,2
20181,2018-Q1,4,Campeche,709,Narcomenudeo,26,Narcomenudeo,17
20181,2018-Q1,4,Campeche,710,Other Crimes of the Common Law,32,Other Crimes of the Common Law,18
20181,2018-Q1,5,Coahuila de Zaragoza,101,Trust Abuse,2,Trust Abuse,111
20181,2018-Q1,5,Coahuila de Zaragoza,102,Damage to Property,13,Damage to Property,2024
20181,2018-Q1,5,Coahuila de Zaragoza,103,Dispossession,15,Dispossession,102
20181,2018-Q1,5,Coahuila de Zaragoza,104,Extortion,19,Extortion,7
20181,2018-Q1,5,Coahuila de Zaragoza,105,Fraud,22,Fraud,192
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,10,Violently,284
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,37,"Theft of Cables, Pipes and other Objects Intended for Public Services Violently",0
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,38,"Theft of Cables, Pipes and other Objects Intended for Public Services without Violence",0
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,39,Carjacking 4 Wheel Violence,36
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,40,Carjacking 4 Wheel without Violence,190
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,41,Theft of Small and Large Vessels with Violence,0
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,42,Theft of Small and Large Vessels without Violence,0
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,43,Industrial Tool Theft or Agricultural Violently,1
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,44,Industrial Tool Theft or Agricultural without Violence,7
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,45,Motorcycle Theft Violence,12
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,46,No Motorcycle Theft Violence,47
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,47,Tractors Theft Violence,0
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,48,Theft of Tractors without Violence,0
20181,2018-Q1,5,Coahuila de Zaragoza,106,Stole,53,Without Violence,1871
20181,2018-Q1,5,Coahuila de Zaragoza,107,Other Crimes against Property,29,Other Crimes against Property,263
20181,2018-Q1,5,Coahuila de Zaragoza,201,Failure to Comply with Obligations of Family Assistance,25,Failure to Comply with Obligations of Family Assistance,98
20181,2018-Q1,5,Coahuila de Zaragoza,202,Gender-Based Violence in all its Different Modalities to Family Violence,58,Gender-Based Violence in all its Different Modalities to Family Violence,8
20181,2018-Q1,5,Coahuila de Zaragoza,203,Domestic Violence,59,Domestic Violence,2190
20181,2018-Q1,5,Coahuila de Zaragoza,204,Other Offenses against the Family,30,Other Offenses against the Family,58
20181,2018-Q1,5,Coahuila de Zaragoza,301,Sexual Abuse,3,Sexual Abuse,109
20181,2018-Q1,5,Coahuila de Zaragoza,302,Sexual Harassment,4,Sexual Harassment,28
20181,2018-Q1,5,Coahuila de Zaragoza,303,Sexual Harassment,23,Sexual Harassment,5
20181,2018-Q1,5,Coahuila de Zaragoza,304,Incest,24,Incest,0
20181,2018-Q1,5,Coahuila de Zaragoza,305,Equated Violation,56,Statutory Rape,31
20181,2018-Q1,5,Coahuila de Zaragoza,306,Simple Violation,57,Simple Violation,45
20181,2018-Q1,5,Coahuila de Zaragoza,307,Other Crimes against Sexual Freedom and Security,34,Other Crimes against Sexual Freedom and Security,6
20181,2018-Q1,5,Coahuila de Zaragoza,401,Corruption of Minors,12,Corruption of Minors,17
20181,2018-Q1,5,Coahuila de Zaragoza,402,Trafficking,54,Trafficking,1
20181,2018-Q1,5,Coahuila de Zaragoza,403,Other Crimes against Society,31,Other Crimes against Society,0
20181,2018-Q1,5,Coahuila de Zaragoza,501,Abortion,1,Abortion,6
20181,2018-Q1,5,Coahuila de Zaragoza,502,Femicide,7,Knife,0
20181,2018-Q1,5,Coahuila de Zaragoza,502,Femicide,8,Firearm,0
20181,2018-Q1,5,Coahuila de Zaragoza,502,Femicide,9,Another Element,0
20181,2018-Q1,5,Coahuila de Zaragoza,502,Femicide,27,Not Specified,0
20181,2018-Q1,5,Coahuila de Zaragoza,503,Homicide,7,Knife,7
20181,2018-Q1,5,Coahuila de Zaragoza,503,Homicide,8,Firearm,31
20181,2018-Q1,5,Coahuila de Zaragoza,503,Homicide,9,Another Element,14
20181,2018-Q1,5,Coahuila de Zaragoza,503,Homicide,17,In Traffic Accident,63
20181,2018-Q1,5,Coahuila de Zaragoza,503,Homicide,27,Not Specified,1
20181,2018-Q1,5,Coahuila de Zaragoza,504,Injury,7,Knife,40
20181,2018-Q1,5,Coahuila de Zaragoza,504,Injury,8,Firearm,10
20181,2018-Q1,5,Coahuila de Zaragoza,504,Injury,9,Another Element,1101
20181,2018-Q1,5,Coahuila de Zaragoza,504,Injury,17,In Traffic Accident,224
20181,2018-Q1,5,Coahuila de Zaragoza,504,Injury,27,Not Specified,0
20181,2018-Q1,5,Coahuila de Zaragoza,505,Other Crimes against Life and Bodily Integrity,35,Other Crimes against Life and Bodily Integrity,14
20181,2018-Q1,5,Coahuila de Zaragoza,601,Rapture,36,Rapture,0
20181,2018-Q1,5,Coahuila de Zaragoza,602,Kidnapping,28,Other Kidnappings,0
20181,2018-Q1,5,Coahuila de Zaragoza,602,Kidnapping,49,Kidnapping as a Hostage,1
20181,2018-Q1,5,Coahuila de Zaragoza,602,Kidnapping,50,Express Kidnapping,0
20181,2018-Q1,5,Coahuila de Zaragoza,602,Kidnapping,51,Kidnapping for Ransom,4
20181,2018-Q1,5,Coahuila de Zaragoza,602,Kidnapping,52,Kidnapping to Cause Harm,0
20181,2018-Q1,5,Coahuila de Zaragoza,603,Child Trafficking,55,Child Trafficking,0
20181,2018-Q1,5,Coahuila de Zaragoza,604,Other Crimes against Personal Freedom,33,Other Crimes against Personal Freedom,0
20181,2018-Q1,5,Coahuila de Zaragoza,701,Breaking and Entering,5,Breaking and Entering,144
20181,2018-Q1,5,Coahuila de Zaragoza,702,Threats,6,Threats,782
20181,2018-Q1,5,Coahuila de Zaragoza,703,Against the Environment,11,Against the Environment,0
20181,2018-Q1,5,Coahuila de Zaragoza,704,Crimes Committed by Public Servants,14,Crimes Committed by Public Servants,70
20181,2018-Q1,5,Coahuila de Zaragoza,705,Electoral,16,Election,0
20181,2018-Q1,5,Coahuila de Zaragoza,706,Letting Prisoners Escape,18,Letting Prisoners Escape,0
20181,2018-Q1,5,Coahuila de Zaragoza,707,Falsehood,20,Falsehood,0
20181,2018-Q1,5,Coahuila de Zaragoza,708,Falsification,21,Falsification,39
20181,2018-Q1,5,Coahuila de Zaragoza,709,Narcomenudeo,26,Narcomenudeo,1421
20181,2018-Q1,5,Coahuila de Zaragoza,710,Other Crimes of the Common Law,32,Other Crimes of the Common Law,1875
20181,2018-Q1,6,Colima,101,Trust Abuse,2,Trust Abuse,108
20181,2018-Q1,6,Colima,102,Damage to Property,13,Damage to Property,576
20181,2018-Q1,6,Colima,103,Dispossession,15,Dispossession,91
20181,2018-Q1,6,Colima,104,Extortion,19,Extortion,9
20181,2018-Q1,6,Colima,105,Fraud,22,Fraud,327
20181,2018-Q1,6,Colima,106,Stole,10,Violently,268
20181,2018-Q1,6,Colima,106,Stole,37,"Theft of Cables, Pipes and other Objects Intended for Public Services Violently",0
20181,2018-Q1,6,Colima,106,Stole,38,"Theft of Cables, Pipes and other Objects Intended for Public Services without Violence",0
20181,2018-Q1,6,Colima,106,Stole,39,Carjacking 4 Wheel Violence,0
20181,2018-Q1,6,Colima,106,Stole,40,Carjacking 4 Wheel without Violence,244
20181,2018-Q1,6,Colima,106,Stole,41,Theft of Small and Large Vessels with Violence,0
20181,2018-Q1,6,Colima,106,Stole,42,Theft of Small and Large Vessels without Violence,0
20181,2018-Q1,6,Colima,106,Stole,43,Industrial Tool Theft or Agricultural Violently,0
20181,2018-Q1,6,Colima,106,Stole,44,Industrial Tool Theft or Agricultural without Violence,0
20181,2018-Q1,6,Colima,106,Stole,45,Motorcycle Theft Violence,0
20181,2018-Q1,6,Colima,106,Stole,46,No Motorcycle Theft Violence,84
20181,2018-Q1,6,Colima,106,Stole,47,Tractors Theft Violence,0
20181,2018-Q1,6,Colima,106,Stole,48,Theft of Tractors without Violence,0
20181,2018-Q1,6,Colima,106,Stole,53,Without Violence,1302
20181,2018-Q1,6,Colima,107,Other Crimes against Property,29,Other Crimes against Property,0
20181,2018-Q1,6,Colima,201,Failure to Comply with Obligations of Family Assistance,25,Failure to Comply with Obligations of Family Assistance,193
20181,2018-Q1,6,Colima,202,Gender-Based Violence in all its Different Modalities to Family Violence,58,Gender-Based Violence in all its Different Modalities to Family Violence,0
20181,2018-Q1,6,Colima,203,Domestic Violence,59,Domestic Violence,649
20181,2018-Q1,6,Colima,204,Other Offenses against the Family,30,Other Offenses against the Family,0
20181,2018-Q1,6,Colima,301,Sexual Abuse,3,Sexual Abuse,40
20181,2018-Q1,6,Colima,302,Sexual Harassment,4,Sexual Harassment,0
20181,2018-Q1,6,Colima,303,Sexual Harassment,23,Sexual Harassment,5
20181,2018-Q1,6,Colima,304,Incest,24,Incest,0
20181,2018-Q1,6,Colima,305,Equated Violation,56,Statutory Rape,2
20181,2018-Q1,6,Colima,306,Simple Violation,57,Simple Violation,22
20181,2018-Q1,6,Colima,307,Other Crimes against Sexual Freedom and Security,34,Other Crimes against Sexual Freedom and Security,12
20181,2018-Q1,6,Colima,401,Corruption of Minors,12,Corruption of Minors,3
20181,2018-Q1,6,Colima,402,Trafficking,54,Trafficking,0
20181,2018-Q1,6,Colima,403,Other Crimes against Society,31,Other Crimes against Society,0
20181,2018-Q1,6,Colima,501,Abortion,1,Abortion,0
20181,2018-Q1,6,Colima,502,Femicide,7,Knife,1
20181,2018-Q1,6,Colima,502,Femicide,8,Firearm,1
20181,2018-Q1,6,Colima,502,Femicide,9,Another Element,1
20181,2018-Q1,6,Colima,502,Femicide,27,Not Specified,0
20181,2018-Q1,6,Colima,503,Homicide,7,Knife,18
20181,2018-Q1,6,Colima,503,Homicide,8,Firearm,129
20181,2018-Q1,6,Colima,503,Homicide,9,Another Element,8
20181,2018-Q1,6,Colima,503,Homicide,17,In Traffic Accident,25
